age,workclass,education,marital-status,occupation,relationship,race,sex,capital-gain,capital-loss,hours-per-week,native-country,income
Middle-Aged,Private,Assoc-acdm,Married-civ-spouse,Sales,Husband,White,Male,High,None,Over-time,United-States,large
Senior,Private,Some-college,Divorced,Sales,Own-child,White,Male,None,None,Over-time,United-States,small
Middle-Aged,Private,Masters,Married-civ-spouse,Exec-managerial,Husband,White,Male,None,None,Workaholic,United-States,large
Senior,Local-gov,Bachelors,Married-civ-spouse,Prof-specialty,Husband,Black,Male,None,None,Full-time,United-States,small
Young,Private,11th,Never-married,Other-service,Own-child,White,Male,None,None,Part-time,United-States,small
Old,Self-emp-not-inc,Some-college,Married-civ-spouse,Sales,Husband,White,Male,None,None,Part-time,United-States,large
Young,Federal-gov,HS-grad,Never-married,Adm-clerical,Own-child,Black,Male,None,None,Full-time,United-States,small
Young,Private,HS-grad,Never-married,Sales,Own-child,White,Female,None,None,Full-time,United-States,small
Middle-Aged,Private,5th-6th,Married-civ-spouse,Other-service,Husband,White,Male,None,None,Over-time,Mexico,small
Middle-Aged,Local-gov,HS-grad,Never-married,Adm-clerical,Unmarried,Amer-Indian-Eskimo,Male,None,None,Over-time,United-States,small
Middle-Aged,State-gov,Some-college,Never-married,Adm-clerical,Not-in-family,White,Female,None,None,Full-time,United-States,small
Senior,Private,Some-college,Divorced,Adm-clerical,Not-in-family,White,Female,None,None,Over-time,United-States,small
Senior,Self-emp-inc,Bachelors,Married-civ-spouse,Sales,Husband,White,Male,High,None,Over-time,United-States,large
Middle-Aged,Private,Doctorate,Never-married,Prof-specialty,Own-child,White,Male,None,None,Part-time,United-States,small
Middle-Aged,Private,Some-college,Married-civ-spouse,Tech-support,Husband,White,Male,None,None,Full-time,United-States,large
Senior,State-gov,Bachelors,Married-spouse-absent,Prof-specialty,Not-in-family,White,Male,Low,None,Full-time,United-States,small
Senior,Private,HS-grad,Widowed,Handlers-cleaners,Not-in-family,White,Male,None,None,Full-time,United-States,small
Middle-Aged,Private,HS-grad,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,None,None,Full-time,United-States,small
Middle-Aged,Private,HS-grad,Married-civ-spouse,Craft-repair,Husband,White,Male,None,None,Over-time,United-States,small
Old,Self-emp-not-inc,HS-grad,Married-civ-spouse,Sales,Husband,White,Male,None,None,Full-time,United-States,small
Middle-Aged,Private,11th,Never-married,Machine-op-inspct,Unmarried,Black,Female,None,None,Full-time,United-States,small
Senior,Private,Masters,Married-civ-spouse,Prof-specialty,Husband,White,Male,None,None,Over-time,United-States,large
Middle-Aged,Self-emp-not-inc,Assoc-voc,Married-civ-spouse,Prof-specialty,Husband,Other,Male,None,None,Over-time,United-States,small
Middle-Aged,Self-emp-not-inc,HS-grad,Married-civ-spouse,Craft-repair,Husband,White,Male,None,None,Full-time,United-States,large
Senior,Private,10th,Married-civ-spouse,Craft-repair,Husband,White,Male,None,None,Full-time,United-States,small
Middle-Aged,Self-emp-not-inc,Doctorate,Never-married,Prof-specialty,Not-in-family,White,Male,High,None,Over-time,United-States,large
Middle-Aged,Private,Bachelors,Married-civ-spouse,Sales,Husband,White,Male,None,None,Full-time,United-States,large
Middle-Aged,Private,HS-grad,Never-married,Transport-moving,Other-relative,Other,Male,None,None,Full-time,Dominican-Republic,small
Young,Private,Some-college,Never-married,Other-service,Not-in-family,White,Female,None,None,Full-time,United-States,small
Senior,Private,Masters,Married-civ-spouse,Exec-managerial,Husband,White,Male,High,None,Full-time,United-States,large
Senior,Private,5th-6th,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,None,None,Full-time,Mexico,small
Middle-Aged,Private,5th-6th,Married-spouse-absent,Priv-house-serv,Not-in-family,White,Female,None,None,Full-time,Mexico,small
Middle-Aged,Private,HS-grad,Never-married,Farming-fishing,Own-child,Black,Male,None,None,Full-time,United-States,small
Senior,Private,Assoc-acdm,Married-civ-spouse,Exec-managerial,Husband,White,Male,High,None,Over-time,United-States,large
Senior,Private,HS-grad,Married-civ-spouse,Craft-repair,Husband,White,Male,None,None,Over-time,United-States,small
Middle-Aged,Private,Some-college,Married-civ-spouse,Adm-clerical,Wife,Black,Female,None,None,Full-time,United-States,large
Middle-Aged,Private,HS-grad,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,None,None,Over-time,United-States,large
Young,Local-gov,Some-college,Never-married,Protective-serv,Own-child,White,Male,None,None,Full-time,United-States,small
Middle-Aged,Local-gov,Prof-school,Married-civ-spouse,Prof-specialty,Husband,White,Male,None,None,Over-time,United-States,large
Middle-Aged,Private,Bachelors,Never-married,Adm-clerical,Not-in-family,White,Male,High,None,Over-time,United-States,large
Middle-Aged,Local-gov,Assoc-acdm,Divorced,Protective-serv,Not-in-family,White,Male,None,None,Over-time,United-States,small
Middle-Aged,Private,Assoc-acdm,Married-civ-spouse,Sales,Husband,White,Male,None,None,Over-time,United-States,small
Middle-Aged,Private,Bachelors,Married-civ-spouse,Adm-clerical,Husband,White,Male,None,None,Full-time,United-States,large
Senior,Self-emp-not-inc,Doctorate,Married-civ-spouse,Prof-specialty,Husband,White,Male,None,None,Full-time,United-States,large
Old,Private,HS-grad,Never-married,Other-service,Not-in-family,White,Female,None,None,Full-time,United-States,small
Senior,Self-emp-not-inc,Bachelors,Married-civ-spouse,Prof-specialty,Husband,White,Male,None,None,Full-time,United-States,large
Young,Private,Some-college,Never-married,Sales,Own-child,White,Male,None,None,Full-time,United-States,small
Senior,Private,10th,Married-civ-spouse,Exec-managerial,Husband,White,Male,None,None,Full-time,United-States,small
Senior,Private,7th-8th,Never-married,Machine-op-inspct,Not-in-family,Asian-Pac-Islander,Male,None,None,Over-time,Laos,small
Middle-Aged,Private,HS-grad,Married-civ-spouse,Sales,Husband,White,Male,None,High,Full-time,United-States,large
Middle-Aged,Private,Some-college,Divorced,Exec-managerial,Unmarried,White,Female,None,None,Full-time,United-States,small
Middle-Aged,Private,Bachelors,Married-civ-spouse,Exec-managerial,Husband,White,Male,Low,None,Full-time,United-States,large
Middle-Aged,Private,Some-college,Divorced,Craft-repair,Not-in-family,Black,Male,None,None,Full-time,United-States,small
Middle-Aged,Private,HS-grad,Married-civ-spouse,Adm-clerical,Husband,White,Male,Low,None,Part-time,United-States,small
Senior,Private,Some-college,Married-civ-spouse,Craft-repair,Husband,White,Male,Low,None,Full-time,United-States,small
Senior,Private,Bachelors,Married-civ-spouse,Exec-managerial,Husband,White,Male,High,None,Over-time,United-States,large
Middle-Aged,Private,Bachelors,Married-civ-spouse,Prof-specialty,Husband,White,Male,None,None,Full-time,United-States,large
Senior,Private,Bachelors,Married-civ-spouse,Sales,Husband,White,Male,High,None,Full-time,United-States,large
Senior,Private,Masters,Never-married,Prof-specialty,Not-in-family,White,Male,None,None,Full-time,United-States,large
Middle-Aged,Private,Some-college,Married-civ-spouse,Craft-repair,Husband,White,Male,None,None,Full-time,United-States,large
Senior,Self-emp-not-inc,Some-college,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,Low,None,Full-time,United-States,large
Middle-Aged,Private,HS-grad,Separated,Adm-clerical,Unmarried,White,Female,None,None,Over-time,United-States,small
Senior,Private,Bachelors,Married-civ-spouse,Machine-op-inspct,Husband,Black,Male,None,None,Over-time,United-States,small
Middle-Aged,Local-gov,12th,Married-civ-spouse,Other-service,Other-relative,White,Female,None,None,Full-time,Mexico,small
Middle-Aged,Private,HS-grad,Separated,Other-service,Not-in-family,White,Female,None,None,Full-time,United-States,small
Young,Private,HS-grad,Never-married,Machine-op-inspct,Other-relative,White,Male,None,None,Full-time,United-States,small
Middle-Aged,Private,Some-college,Never-married,Adm-clerical,Unmarried,Asian-Pac-Islander,Female,None,None,Full-time,United-States,small
Senior,Private,HS-grad,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,None,None,Over-time,United-States,large
Senior,Private,Some-college,Married-civ-spouse,Sales,Husband,White,Male,None,None,Full-time,United-States,large
Middle-Aged,Self-emp-not-inc,Masters,Never-married,Sales,Not-in-family,White,Male,High,None,Over-time,United-States,large
Senior,Private,HS-grad,Married-civ-spouse,Other-service,Husband,White,Male,None,None,Full-time,Mexico,large
Middle-Aged,Private,HS-grad,Married-civ-spouse,Prof-specialty,Husband,White,Male,None,None,Over-time,United-States,small
Middle-Aged,Private,HS-grad,Divorced,Craft-repair,Not-in-family,White,Male,None,None,Full-time,United-States,small
Middle-Aged,Local-gov,Assoc-acdm,Never-married,Craft-repair,Own-child,White,Male,None,None,Part-time,United-States,small
Young,Private,HS-grad,Never-married,Handlers-cleaners,Own-child,White,Male,None,None,Part-time,United-States,small
Middle-Aged,Private,HS-grad,Divorced,Exec-managerial,Not-in-family,White,Female,None,None,Full-time,United-States,small
Middle-Aged,Private,Bachelors,Never-married,Adm-clerical,Not-in-family,White,Female,None,None,Full-time,United-States,small
Middle-Aged,Local-gov,HS-grad,Divorced,Adm-clerical,Unmarried,White,Female,None,None,Full-time,United-States,small
Middle-Aged,Self-emp-not-inc,HS-grad,Married-civ-spouse,Other-service,Husband,White,Male,Low,None,Workaholic,Italy,small
Young,Private,Some-college,Never-married,Sales,Own-child,Asian-Pac-Islander,Male,None,None,Full-time,United-States,small
Middle-Aged,Private,Assoc-voc,Divorced,Sales,Not-in-family,White,Female,None,None,Full-time,United-States,large
Senior,Self-emp-inc,Masters,Married-civ-spouse,Sales,Husband,White,Male,None,None,Full-time,United-States,large
Middle-Aged,Self-emp-inc,HS-grad,Divorced,Exec-managerial,Not-in-family,White,Male,Low,None,Full-time,United-States,small
Senior,Self-emp-not-inc,HS-grad,Married-civ-spouse,Other-service,Husband,Black,Male,None,None,Part-time,United-States,small
Middle-Aged,Private,Some-college,Married-civ-spouse,Transport-moving,Husband,White,Male,None,None,Over-time,United-States,small
Senior,Private,HS-grad,Married-civ-spouse,Other-service,Wife,Black,Female,Low,None,Full-time,United-States,small
Senior,Private,Bachelors,Married-civ-spouse,Adm-clerical,Husband,White,Male,None,None,Full-time,United-States,small
Middle-Aged,Self-emp-not-inc,HS-grad,Married-civ-spouse,Exec-managerial,Husband,White,Male,None,None,Full-time,United-States,small
Middle-Aged,Private,HS-grad,Never-married,Sales,Own-child,Black,Female,None,None,Full-time,United-States,small
Middle-Aged,Private,Assoc-voc,Never-married,Exec-managerial,Unmarried,White,Female,None,None,Over-time,United-States,small
Middle-Aged,Private,Bachelors,Married-civ-spouse,Craft-repair,Husband,White,Male,None,None,Over-time,United-States,small
Middle-Aged,Private,Bachelors,Married-civ-spouse,Prof-specialty,Husband,White,Male,None,None,Full-time,United-States,large
Middle-Aged,Private,HS-grad,Never-married,Exec-managerial,Not-in-family,White,Male,None,None,Over-time,United-States,small
Middle-Aged,Private,Bachelors,Married-civ-spouse,Sales,Husband,White,Male,None,Low,Over-time,United-States,large
Middle-Aged,Private,Bachelors,Married-civ-spouse,Adm-clerical,Husband,White,Male,None,None,Full-time,Mexico,small
Young,Private,7th-8th,Never-married,Other-service,Own-child,White,Female,None,None,Full-time,United-States,small
Middle-Aged,Private,HS-grad,Married-civ-spouse,Machine-op-inspct,Husband,Black,Male,None,None,Full-time,Haiti,small
Middle-Aged,Private,Some-college,Never-married,Sales,Not-in-family,White,Male,None,None,Full-time,United-States,small
Middle-Aged,Private,Masters,Married-civ-spouse,Tech-support,Husband,Asian-Pac-Islander,Male,None,None,Over-time,United-States,large
Senior,Private,HS-grad,Married-civ-spouse,Exec-managerial,Husband,White,Male,None,None,Over-time,United-States,large
Senior,Private,HS-grad,Divorced,Priv-house-serv,Unmarried,Black,Female,None,None,Workaholic,United-States,small
Senior,Self-emp-not-inc,HS-grad,Married-civ-spouse,Exec-managerial,Husband,White,Male,None,None,Over-time,United-States,large
Senior,Private,HS-grad,Widowed,Adm-clerical,Not-in-family,White,Female,None,None,Full-time,United-States,small
Senior,Self-emp-not-inc,HS-grad,Married-civ-spouse,Farming-fishing,Husband,White,Male,None,None,Over-time,United-States,small
Middle-Aged,Self-emp-not-inc,Some-college,Married-civ-spouse,Other-service,Wife,White,Female,None,None,Workaholic,United-States,small
Senior,Private,9th,Married-civ-spouse,Other-service,Husband,White,Male,None,None,Full-time,United-States,small
Young,Private,HS-grad,Never-married,Exec-managerial,Not-in-family,White,Female,None,None,Full-time,United-States,small
Senior,Private,HS-grad,Married-civ-spouse,Craft-repair,Husband,White,Male,None,None,Full-time,United-States,large
Young,Private,HS-grad,Married-civ-spouse,Machine-op-inspct,Wife,White,Female,None,None,Full-time,United-States,large
Middle-Aged,Self-emp-not-inc,HS-grad,Never-married,Sales,Unmarried,White,Male,None,None,Workaholic,United-States,small
Young,Private,11th,Never-married,Sales,Own-child,White,Male,None,None,Part-time,United-States,small
Middle-Aged,Private,Bachelors,Never-married,Exec-managerial,Not-in-family,White,Male,None,None,Full-time,United-States,small
Middle-Aged,Local-gov,Some-college,Divorced,Exec-managerial,Unmarried,White,Female,None,None,Part-time,United-States,small
Middle-Aged,Local-gov,Bachelors,Divorced,Prof-specialty,Unmarried,White,Female,None,Low,Full-time,United-States,small
Middle-Aged,Private,Assoc-voc,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,None,Low,Over-time,United-States,small
Middle-Aged,Private,10th,Married-civ-spouse,Adm-clerical,Husband,White,Male,None,None,Full-time,United-States,small
Middle-Aged,Self-emp-not-inc,HS-grad,Married-spouse-absent,Craft-repair,Not-in-family,White,Male,None,None,Full-time,United-States,small
Senior,Self-emp-inc,Bachelors,Married-civ-spouse,Exec-managerial,Husband,White,Male,None,None,Over-time,United-States,large
Middle-Aged,Private,Bachelors,Never-married,Exec-managerial,Not-in-family,White,Female,None,None,Part-time,United-States,small
Middle-Aged,Self-emp-not-inc,Some-college,Married-civ-spouse,Craft-repair,Husband,White,Male,Low,None,Full-time,United-States,large
Young,Private,9th,Never-married,Handlers-cleaners,Own-child,Black,Male,Low,None,Full-time,United-States,small
Young,Private,11th,Never-married,Other-service,Own-child,Black,Female,None,None,Part-time,United-States,small
Middle-Aged,Local-gov,Some-college,Married-civ-spouse,Craft-repair,Husband,White,Male,None,None,Full-time,United-States,small
Senior,Private,Preschool,Separated,Other-service,Unmarried,White,Female,None,None,Full-time,El-Salvador,small
Middle-Aged,Federal-gov,Bachelors,Married-civ-spouse,Prof-specialty,Husband,White,Male,None,None,Full-time,United-States,small
Middle-Aged,Private,Some-college,Never-married,Sales,Not-in-family,White,Male,None,None,Over-time,United-States,small
